QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
,,,,,,,,,,92765-94887:Tyler Badie,92765-94887,RB,Tyler,Tyler Badie,Badie,8.899999619,1,4300,LV@DEN,DEN,LV,,,,,,RB/FLEX
,,,,,,,,,,92765-90870:Calvin Austin III,92765-90870,WR,Calvin,Calvin Austin III,Austin III,,,4300,SF@PIT,PIT,SF,,,,,,WR/FLEX
,,,,,,,,,,92765-86875:Jordan Mason,92765-86875,RB,Jordan,Jordan Mason,Mason,3.666666667,9,4300,SF@PIT,SF,PIT,,,,,,RB/FLEX
,,,,,,,,,,92765-93075:Hunter Long,92765-93075,TE,Hunter,Hunter Long,Long,0,1,4300,LAR@SEA,LAR,SEA,O,Thigh,,,,TE/FLEX
,,,,,,,,,,92765-72705:John Bates,92765-72705,TE,John,John Bates,Bates,2.64444436,9,4300,ARI@WAS,WAS,ARI,,,,,,TE/FLEX
,,,,,,,,,,92765-70661:Velus Jones Jr.,92765-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,2.772727273,11,4300,GB@CHI,CHI,GB,,,,,,WR/FLEX
,,,,,,,,,,92765-41997:River Cracraft,92765-41997,WR,River,River Cracraft,Cracraft,2.966666751,9,4300,MIA@LAC,MIA,LAC,,,,,,WR/FLEX
,,,,,,,,,,92765-152631:Samori Toure,92765-152631,WR,Samori,Samori Toure,Toure,4.175000191,4,4300,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-89157:Caleb Huntley,92765-89157,RB,Caleb,Caleb Huntley,Huntley,3.65833346,12,4300,CAR@ATL,ATL,CAR,Q,Achilles,,,,RB/FLEX
,,,,,,,,,,92765-68712:Tyler Johnson,92765-68712,WR,Tyler,Tyler Johnson,Johnson,,,4300,LAR@SEA,LAR,SEA,,,,,,WR/FLEX
,,,,,,,,,,92765-68714:Ko Kieft,92765-68714,TE,Ko,Ko Kieft,Kieft,1.944444444,9,4300,TB@MIN,TB,MIN,,,,,,TE/FLEX
,,,,,,,,,,92765-89209:Trestan Ebner,92765-89209,RB,Trestan,Trestan Ebner,Ebner,0.519999981,10,4300,GB@CHI,CHI,GB,Q,Concussion,,,,RB/FLEX
,,,,,,,,,,92765-103619:Tre Tucker,92765-103619,WR,Tre,Tre Tucker,Tucker,,,4300,LV@DEN,LV,DEN,,,,,,WR/FLEX
,,,,,,,,,,92765-111876:Demario Douglas,92765-111876,WR,Demario,Demario Douglas,Douglas,,,4300,PHI@NE,NE,PHI,,,,,,WR/FLEX
,,,,,,,,,,92765-56711:Drew Sample,92765-56711,TE,Drew,Drew Sample,Sample,0.400000006,2,4300,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
,,,,,,,,,,92765-60838:Andre Baccellia,92765-60838,WR,Andre,Andre Baccellia,Baccellia,1.6,5,4300,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-26038:Tyler Kroft,92765-26038,TE,Tyler,Tyler Kroft,Kroft,1.924999952,4,4300,MIA@LAC,MIA,LAC,,,,,,TE/FLEX
,,,,,,,,,,92765-87515:Tylan Wallace,92765-87515,WR,Tylan,Tylan Wallace,Wallace,1.060000038,5,4300,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-114180:David Bell,92765-114180,WR,David,David Bell,Bell,2.385714395,14,4300,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
,,,,,,,,,,92765-38523:Geoff Swaim,92765-38523,TE,Geoff,Geoff Swaim,Swaim,1.618181749,11,4300,ARI@WAS,ARI,WAS,,,,,,TE/FLEX
,,,,,,,,,,92765-85635:Charlie Kolar,92765-85635,TE,Charlie,Charlie Kolar,Kolar,6.900000095,1,4300,HOU@BAL,BAL,HOU,,,,,,TE/FLEX
,,,,,,,,,,92765-52897:Darrel Williams,92765-52897,RB,Darrel,Darrel Williams,Williams,3.820000076,5,4300,TEN@NO,NO,TEN,,,,,,RB/FLEX
,,,,,,,,,,92765-69295:Byron Pringle,92765-69295,WR,Byron,Byron Pringle,Pringle,3.8125,8,4300,ARI@WAS,WAS,ARI,,,,,,WR/FLEX
,,,,,,,,,,92765-69303:Freddie Swain,92765-69303,WR,Freddie,Freddie Swain,Swain,3.133333206,3,4300,PHI@NE,PHI,NE,,,,,,WR/FLEX
,,,,,,,,,,92765-89785:Spencer Brown,92765-89785,RB,Spencer,Spencer Brown,Brown,3.150000095,2,4300,CAR@ATL,CAR,ATL,,,,,,RB/FLEX
,,,,,,,,,,92765-85762:Eno Benjamin,92765-85762,RB,Eno,Eno Benjamin,Benjamin,5.930769113,13,4300,TEN@NO,NO,TEN,IR,Achilles,,,,RB/FLEX
,,,,,,,,,,92765-89970:Amari Rodgers,92765-89970,WR,Amari,Amari Rodgers,Rodgers,2.073333359,15,4300,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-110457:Dontayvion Wicks,92765-110457,WR,Dontayvion,Dontayvion Wicks,Wicks,,,4300,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-94116:Will Mallory,92765-94116,TE,Will,Will Mallory,Mallory,,,4300,JAC@IND,IND,JAC,,,,,,TE/FLEX
,,,,,,,,,,92765-63447:Penny Hart,92765-63447,WR,Penny,Penny Hart,Hart,1.166666667,3,4300,CAR@ATL,ATL,CAR,IR,Concussion,,,,WR/FLEX
,,,,,,,,,,92765-40932:Pharoh Cooper,92765-40932,WR,Pharoh,Pharoh Cooper,Cooper,0.619999981,5,4300,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-57338:Jordan Akins,92765-57338,TE,Jordan,Jordan Akins,Akins,6.533333333,15,4300,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
,,,,,,,,,,92765-92166:Marcus Jones,92765-92166,WR,Marcus,Marcus Jones,Jones,1.557142803,14,4200,PHI@NE,NE,PHI,,,,,,WR/FLEX
,,,,,,,,,,92765-79987:David Moore,92765-79987,WR,David,David Moore,Moore,,,4200,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-79998:Keelan Cole Sr.,92765-79998,WR,Keelan,Keelan Cole Sr.,Cole Sr.,2.281818216,11,4200,LV@DEN,LV,DEN,,,,,,WR/FLEX
,,,,,,,,,,92765-104577:Gunner Olszewski,92765-104577,WR,Gunner,Gunner Olszewski,Olszewski,0.746153831,13,4200,SF@PIT,PIT,SF,,,,,,WR/FLEX
,,,,,,,,,,92765-63697:Brycen Hopkins,92765-63697,TE,Brycen,Brycen Hopkins,Hopkins,2.057142803,7,4200,LAR@SEA,LAR,SEA,,,,,,TE/FLEX
,,,,,,,,,,92765-57565:Austin Walter,92765-57565,RB,Austin,Austin Walter,Walter,,,4200,LV@DEN,LV,DEN,IR,Undisclosed,,,,RB/FLEX
,,,,,,,,,,92765-63717:Alec Ingold,92765-63717,RB,Alec,Alec Ingold,Ingold,2.566666603,12,4200,MIA@LAC,MIA,LAC,,,,,,RB/FLEX
,,,,,,,,,,92765-12550:Seattle Seahawks,92765-12550,D,Seattle,Seattle Seahawks,Seahawks,6.333333333,18,4200,LAR@SEA,SEA,LAR,,,,,,DEF
,,,,,,,,,,92765-90408:Dax Milne,92765-90408,WR,Dax,Dax Milne,Milne,0.846666654,15,4200,ARI@WAS,WAS,ARI,IR,Groin,,,,WR/FLEX
,,,,,,,,,,92765-137516:Parker Washington,92765-137516,WR,Parker,Parker Washington,Washington,,,4200,JAC@IND,JAC,IND,,,,,,WR/FLEX
,,,,,,,,,,92765-133477:Darnell Washington,92765-133477,TE,Darnell,Darnell Washington,Washington,,,4200,SF@PIT,PIT,SF,,,,,,TE/FLEX
,,,,,,,,,,92765-80294:Anthony Firkser,92765-80294,TE,Anthony,Anthony Firkser,Firkser,1.8125,8,4200,PHI@NE,NE,PHI,,,,,,TE/FLEX
,,,,,,,,,,92765-70133:Jake Funk,92765-70133,RB,Jake,Jake Funk,Funk,,,4200,JAC@IND,IND,JAC,,,,,,RB/FLEX
,,,,,,,,,,92765-39428:Kyle Juszczyk,92765-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,3.066666667,15,4200,SF@PIT,SF,PIT,,,,,,RB/FLEX
,,,,,,,,,,92765-86543:Erik Ezukanma,92765-86543,WR,Erik,Erik Ezukanma,Ezukanma,0.800000012,1,4200,MIA@LAC,MIA,LAC,,,,,,WR/FLEX
,,,,,,,,,,92765-70206:Jason Huntley,92765-70206,RB,Jason,Jason Huntley,Huntley,,,4200,JAC@IND,IND,JAC,,,,,,RB/FLEX
,,,,,,,,,,92765-88685:Austin Trammell,92765-88685,WR,Austin,Austin Trammell,Trammell,1.149999976,2,4200,LAR@SEA,LAR,SEA,,,,,,WR/FLEX
,,,,,,,,,,92765-70282:Demetric Felton,92765-70282,WR,Demetric,Demetric Felton,Felton,0.279999995,5,4200,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
,,,,,,,,,,92765-64147:Britain Covey,92765-64147,WR,Britain,Britain Covey,Covey,0,16,4200,PHI@NE,PHI,NE,,,,,,WR/FLEX
,,,,,,,,,,92765-80546:Dan Arnold,92765-80546,TE,Dan,Dan Arnold,Arnold,1.8,10,4200,PHI@NE,PHI,NE,,,,,,TE/FLEX
,,,,,,,,,,92765-88752:Charlie Jones,92765-88752,WR,Charlie,Charlie Jones,Jones,,,4200,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
,,,,,,,,,,92765-45791:Rashard Higgins,92765-45791,WR,Rashard,Rashard Higgins,Higgins,,,4200,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
,,,,,,,,,,92765-86780:Salvon Ahmed,92765-86780,RB,Salvon,Salvon Ahmed,Ahmed,2.857142857,7,4200,MIA@LAC,MIA,LAC,,,,,,RB/FLEX
,,,,,,,,,,92765-103187:Roschon Johnson,92765-103187,RB,Roschon,Roschon Johnson,Johnson,,,4200,GB@CHI,CHI,GB,,,,,,RB/FLEX
,,,,,,,,,,92765-62505:MyCole Pruitt,92765-62505,TE,MyCole,MyCole Pruitt,Pruitt,4.7,10,4200,CAR@ATL,ATL,CAR,,,,,,TE/FLEX
,,,,,,,,,,92765-87127:Chris Rodriguez Jr.,92765-87127,RB,Chris,Chris Rodriguez Jr.,Rodriguez Jr.,,,4200,ARI@WAS,WAS,ARI,,,,,,RB/FLEX
,,,,,,,,,,92765-46177:David Wells,92765-46177,TE,David,David Wells,Wells,,,4200,TB@MIN,TB,MIN,,,,,,TE/FLEX
,,,,,,,,,,92765-58499:Parker Hesse,92765-58499,TE,Parker,Parker Hesse,Hesse,1.488888847,9,4200,CAR@ATL,ATL,CAR,,,,,,TE/FLEX
,,,,,,,,,,92765-103587:Brenton Strange,92765-103587,TE,Brenton,Brenton Strange,Strange,,,4200,JAC@IND,JAC,IND,,,,,,TE/FLEX
,,,,,,,,,,92765-89283:Tre' McKitty,92765-89283,TE,Tre',Tre' McKitty,McKitty,1.480000019,10,4200,MIA@LAC,LAC,MIA,,,,,,TE/FLEX
,,,,,,,,,,92765-83138:Ross Dwelley,92765-83138,TE,Ross,Ross Dwelley,Dwelley,4.5,4,4200,SF@PIT,SF,PIT,,,,,,TE/FLEX
,,,,,,,,,,92765-93391:Payne Durham,92765-93391,TE,Payne,Payne Durham,Durham,,,4200,TB@MIN,TB,MIN,,,,,,TE/FLEX
,,,,,,,,,,92765-93404:Zander Horvath,92765-93404,RB,Zander,Zander Horvath,Horvath,2.012500048,8,4200,SF@PIT,PIT,SF,,,,,,RB/FLEX
,,,,,,,,,,92765-91467:Jake Tonges,92765-91467,TE,Jake,Jake Tonges,Tonges,0,1,4200,GB@CHI,CHI,GB,Q,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-64864:Noah Togiai,92765-64864,TE,Noah,Noah Togiai,Togiai,0,1,4200,ARI@WAS,ARI,WAS,,,,,,TE/FLEX
,,,,,,,,,,92765-64907:J.J. Arcega-Whiteside,92765-64907,WR,J.J.,J.J. Arcega-Whiteside,Arcega-Whiteside,,,4200,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
,,,,,,,,,,92765-73130:Chris Evans,92765-73130,RB,Chris,Chris Evans,Evans,1.412500024,8,4200,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
,,,,,,,,,,92765-40371:Johnny Mundt,92765-40371,TE,Johnny,Johnny Mundt,Mundt,2.228571483,14,4200,TB@MIN,MIN,TB,,,,,,TE/FLEX
,,,,,,,,,,92765-71143:Kylen Granson,92765-71143,TE,Kylen,Kylen Granson,Granson,3.515384674,13,4200,JAC@IND,IND,JAC,,,,,,TE/FLEX
,,,,,,,,,,92765-34295:Breshad Perriman,92765-34295,WR,Breshad,Breshad Perriman,Perriman,2.349999905,8,4200,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-71241:Brandon Johnson,92765-71241,WR,Brandon,Brandon Johnson,Johnson,2.239999962,5,4200,LV@DEN,DEN,LV,,,,,,WR/FLEX
,,,,,,,,,,92765-52808:Dontrell Hilliard,92765-52808,RB,Dontrell,Dontrell Hilliard,Hilliard,5.558333079,12,4200,TEN@NO,TEN,NO,Q,Neck,,,,RB/FLEX
,,,,,,,,,,92765-18009:Chris Manhertz,92765-18009,TE,Chris,Chris Manhertz,Manhertz,1.028571401,7,4200,LV@DEN,DEN,LV,,,,,,TE/FLEX
,,,,,,,,,,92765-110230:Kenny McIntosh,92765-110230,RB,Kenny,Kenny McIntosh,McIntosh,,,4200,LAR@SEA,SEA,LAR,O,Knee,,,,RB/FLEX
,,,,,,,,,,92765-65182:Mitchell Wilcox,92765-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,2.845454476,11,4200,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
,,,,,,,,,,92765-89817:Austin Watkins Jr.,92765-89817,WR,Austin,Austin Watkins Jr.,Watkins Jr.,,,4200,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
,,,,,,,,,,92765-104165:Lew Nichols III,92765-104165,RB,Lew,Lew Nichols III,Nichols III,,,4200,GB@CHI,GB,CHI,Q,Shoulder,,,,RB/FLEX
,,,,,,,,,,92765-136970:Danny Gray,92765-136970,WR,Danny,Danny Gray,Gray,0.480000019,5,4200,SF@PIT,SF,PIT,IR,Shoulder - ac joint,,,,WR/FLEX
,,,,,,,,,,92765-137059:Sean Tucker,92765-137059,RB,Sean,Sean Tucker,Tucker,,,4200,TB@MIN,TB,MIN,,,,,,RB/FLEX
,,,,,,,,,,92765-169834:Dareke Young,92765-169834,WR,Dareke,Dareke Young,Young,2.5,2,4200,LAR@SEA,SEA,LAR,IR,Groin,,,,WR/FLEX
,,,,,,,,,,92765-94094:Brevin Jordan,92765-94094,TE,Brevin,Brevin Jordan,Jordan,2.199999915,9,4200,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
,,,,,,,,,,92765-32703:Jakeem Grant Sr.,92765-32703,WR,Jakeem,Jakeem Grant Sr.,Grant Sr.,,,4200,CIN@CLE,CLE,CIN,IR,Kneecap,,,,WR/FLEX
,,,,,,,,,,92765-110603:Titus Swen,92765-110603,RB,Titus,Titus Swen,Swen,,,4100,JAC@IND,IND,JAC,,,,,,RB/FLEX
,,,,,,,,,,92765-40977:Ricky Seals-Jones,92765-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,,,4100,JAC@IND,IND,JAC,Q,Foot,,,,TE/FLEX
,,,,,,,,,,92765-79982:Alex Armah,92765-79982,RB,Alex,Alex Armah,Armah,,,4100,ARI@WAS,WAS,ARI,,,,,,RB/FLEX
,,,,,,,,,,92765-63603:Jared Pinkney,92765-63603,WR,Jared,Jared Pinkney,Pinkney,,,4100,GB@CHI,CHI,GB,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-69752:Jalen Virgil,92765-69752,WR,Jalen,Jalen Virgil,Virgil,3.125,4,4100,LV@DEN,DEN,LV,IR,Knee - meniscus,,,,WR/FLEX
,,,,,,,,,,92765-94345:Cole Turner,92765-94345,TE,Cole,Cole Turner,Turner,0.65999999,5,4100,ARI@WAS,WAS,ARI,,,,,,TE/FLEX
,,,,,,,,,,92765-57543:D'Ernest Johnson,92765-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,0.975000024,4,4100,JAC@IND,JAC,IND,,,,,,RB/FLEX
,,,,,,,,,,92765-149710:Mike Strachan,92765-149710,WR,Mike,Mike Strachan,Strachan,1.480000019,5,4100,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-28890:Derek Watt,92765-28890,RB,Derek,Derek Watt,Watt,1.770000076,10,4100,SF@PIT,PIT,SF,,,,,,RB/FLEX
,,,,,,,,,,92765-149742:Nate McCrary,92765-149742,RB,Nate,Nate McCrary,McCrary,,,4100,GB@CHI,GB,CHI,,,,,,RB/FLEX
,,,,,,,,,,92765-12533:Green Bay Packers,92765-12533,D,Green Bay,Green Bay Packers,Packers,6.882352941,17,4100,GB@CHI,GB,CHI,,,,,,DEF
,,,,,,,,,,92765-12553:Carolina Panthers,92765-12553,D,Carolina,Carolina Panthers,Panthers,6.588235294,17,4100,CAR@ATL,CAR,ATL,,,,,,DEF
,,,,,,,,,,92765-63839:Tyler Mabry,92765-63839,TE,Tyler,Tyler Mabry,Mabry,7.199999809,1,4100,LAR@SEA,SEA,LAR,,,,,,TE/FLEX
,,,,,,,,,,92765-43416:Trent Taylor,92765-43416,WR,Trent,Trent Taylor,Taylor,0.511764695,17,4100,GB@CHI,CHI,GB,,,,,,WR/FLEX
,,,,,,,,,,92765-80299:Patrick Ricard,92765-80299,RB,Patrick,Patrick Ricard,Ricard,1.115384615,13,4100,HOU@BAL,BAL,HOU,,,,,,RB/FLEX
,,,,,,,,,,92765-102893:Tyrion Davis-Price,92765-102893,RB,Tyrion,Tyrion Davis-Price,Davis-Price,1.979999924,5,4100,SF@PIT,SF,PIT,,,,,,RB/FLEX
,,,,,,,,,,92765-6672:Marcedes Lewis,92765-6672,TE,Marcedes,Marcedes Lewis,Lewis,3.933333397,6,4100,GB@CHI,CHI,GB,,,,,,TE/FLEX
,,,,,,,,,,92765-88607:Braylon Sanders,92765-88607,WR,Braylon,Braylon Sanders,Sanders,0.349999994,2,4100,MIA@LAC,MIA,LAC,,,,,,WR/FLEX
,,,,,,,,,,92765-150090:Cade Johnson,92765-150090,WR,Cade,Cade Johnson,Johnson,2.833333333,3,4100,LAR@SEA,SEA,LAR,,,,,,WR/FLEX
,,,,,,,,,,92765-86646:Trey Sermon,92765-86646,RB,Trey,Trey Sermon,Sermon,1.899999976,1,4100,PHI@NE,PHI,NE,IR,Undisclosed,,,,RB/FLEX
,,,,,,,,,,92765-55941:Patrick Laird,92765-55941,RB,Patrick,Patrick Laird,Laird,,,4100,TB@MIN,TB,MIN,,,,,,RB/FLEX
,,,,,,,,,,92765-72370:J.J. Taylor,92765-72370,RB,J.J.,J.J. Taylor,Taylor,2.200000048,1,4100,PHI@NE,NE,PHI,,,,,,RB/FLEX
,,,,,,,,,,92765-64221:Zach Gentry,92765-64221,TE,Zach,Zach Gentry,Gentry,1.621428626,14,4100,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
,,,,,,,,,,92765-29411:Pharaoh Brown,92765-29411,TE,Pharaoh,Pharaoh Brown,Brown,2.528571538,7,4100,PHI@NE,NE,PHI,,,,,,TE/FLEX
,,,,,,,,,,92765-64242:Keke Coutee,92765-64242,WR,Keke,Keke Coutee,Coutee,0.071428571,7,4100,MIA@LAC,MIA,LAC,,,,,,WR/FLEX
,,,,,,,,,,92765-54007:Jacob Hollister,92765-54007,TE,Jacob,Jacob Hollister,Hollister,,,4100,LV@DEN,LV,DEN,Q,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-136031:Rakim Jarrett,92765-136031,WR,Rakim,Rakim Jarrett,Jarrett,,,4100,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-70501:C.J. Ham,92765-70501,RB,C.J.,C.J. Ham,Ham,2.922222137,9,4100,TB@MIN,MIN,TB,,,,,,RB/FLEX
,,,,,,,,,,92765-134023:Keaton Mitchell,92765-134023,RB,Keaton,Keaton Mitchell,Mitchell,,,4100,HOU@BAL,BAL,HOU,IR,Shoulder,,,,RB/FLEX
,,,,,,,,,,92765-45997:Keith Kirkwood,92765-45997,WR,Keith,Keith Kirkwood,Kirkwood,0.933333317,3,4100,TEN@NO,NO,TEN,,,,,,WR/FLEX
,,,,,,,,,,92765-89029:Chris Pierce Jr.,92765-89029,TE,Chris,Chris Pierce Jr.,Pierce Jr.,,,4100,ARI@WAS,ARI,WAS,,,,,,TE/FLEX
,,,,,,,,,,92765-70663:Frank Darby,92765-70663,WR,Frank,Frank Darby,Darby,2,1,4100,CAR@ATL,ATL,CAR,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-62497:David Johnson,92765-62497,RB,David,David Johnson,Johnson,1.774999976,4,4100,TEN@NO,NO,TEN,,,,,,RB/FLEX
,,,,,,,,,,92765-154661:Michael Bandy,92765-154661,WR,Michael,Michael Bandy,Bandy,1.544444402,9,4100,LV@DEN,DEN,LV,,,,,,WR/FLEX
,,,,,,,,,,92765-70705:Trevon Wesco,92765-70705,TE,Trevon,Trevon Wesco,Wesco,1.399999976,4,4100,TEN@NO,TEN,NO,,,,,,TE/FLEX
,,,,,,,,,,92765-72772:Avery Williams,92765-72772,RB,Avery,Avery Williams,Williams,1.617647059,17,4100,CAR@ATL,ATL,CAR,IR,Knee - acl,,,,RB/FLEX
,,,,,,,,,,92765-68686:C.J. Saunders,92765-68686,WR,C.J.,C.J. Saunders,Saunders,,,4100,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
,,,,,,,,,,92765-54426:Andrew Beck,92765-54426,TE,Andrew,Andrew Beck,Beck,1.174999952,8,4100,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
,,,,,,,,,,92765-83117:Tanner Hudson,92765-83117,TE,Tanner,Tanner Hudson,Hudson,3.03333346,6,4100,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
,,,,,,,,,,92765-52409:Jakob Johnson,92765-52409,RB,Jakob,Jakob Johnson,Johnson,0.5,7,4100,LV@DEN,LV,DEN,,,,,,RB/FLEX
,,,,,,,,,,92765-70859:Albert Okwuegbunam,92765-70859,TE,Albert,Albert Okwuegbunam,Okwuegbunam,3.416666667,6,4100,PHI@NE,PHI,NE,,,,,,TE/FLEX
,,,,,,,,,,92765-130275:Kristian Wilkerson,92765-130275,WR,Kristian,Kristian Wilkerson,Wilkerson,,,4100,LV@DEN,LV,DEN,,,,,,WR/FLEX
,,,,,,,,,,92765-71031:Lil'Jordan Humphrey,92765-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,1,3,4100,LV@DEN,DEN,LV,,,,,,WR/FLEX
,,,,,,,,,,92765-73089:Devin Asiasi,92765-73089,TE,Devin,Devin Asiasi,Asiasi,0.375,4,4100,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
,,,,,,,,,,92765-73161:Chase Allen,92765-73161,TE,Chase,Chase Allen,Allen,,,4100,GB@CHI,CHI,GB,Q,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-69068:Jonathan Ward,92765-69068,RB,Jonathan,Jonathan Ward,Ward,2.099999905,2,4100,TEN@NO,TEN,NO,Q,Knee,,,,RB/FLEX
,,,,,,,,,,92765-103896:Nsimba Webster,92765-103896,WR,Nsimba,Nsimba Webster,Webster,2.400000095,1,4100,GB@CHI,CHI,GB,,,,,,WR/FLEX
,,,,,,,,,,92765-73176:Luke Farrell,92765-73176,TE,Luke,Luke Farrell,Farrell,1.5,4,4100,JAC@IND,JAC,IND,,,,,,TE/FLEX
,,,,,,,,,,92765-103901:Davion Davis,92765-103901,WR,Davion,Davion Davis,Davis,,,4100,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-103930:Derek Wright,92765-103930,WR,Derek,Derek Wright,Wright,,,4100,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
,,,,,,,,,,92765-89612:Michael Wilson,92765-89612,WR,Michael,Michael Wilson,Wilson,,,4100,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-103966:Stone Smartt,92765-103966,TE,Stone,Stone Smartt,Smartt,1.233333349,3,4100,MIA@LAC,LAC,MIA,,,,,,TE/FLEX
,,,,,,,,,,92765-138786:Malik Heath,92765-138786,WR,Malik,Malik Heath,Heath,,,4100,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-87657:Seth Williams,92765-87657,WR,Seth,Seth Williams,Williams,,,4100,JAC@IND,JAC,IND,,,,,,WR/FLEX
,,,,,,,,,,92765-87662:Anthony Schwartz,92765-87662,WR,Anthony,Anthony Schwartz,Schwartz,2.799999873,6,4100,CIN@CLE,CLE,CIN,IR,Hamstring,,,,WR/FLEX
,,,,,,,,,,92765-61072:Stanley Morgan,92765-61072,WR,Stanley,Stanley Morgan,Morgan,0,1,4100,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
,,,,,,,,,,92765-69276:Bryan Edwards,92765-69276,WR,Bryan,Bryan Edwards,Edwards,0.75,4,4100,TEN@NO,NO,TEN,,,,,,WR/FLEX
,,,,,,,,,,92765-85687:Jontre Kirklin,92765-85687,WR,Jontre,Jontre Kirklin,Kirklin,,,4100,TEN@NO,NO,TEN,,,,,,WR/FLEX
,,,,,,,,,,92765-71351:Charlie Woerner,92765-71351,TE,Charlie,Charlie Woerner,Woerner,0,2,4100,SF@PIT,SF,PIT,,,,,,TE/FLEX
,,,,,,,,,,92765-69302:Feleipe Franks,92765-69302,TE,Feleipe,Feleipe Franks,Franks,0,2,4100,CAR@ATL,ATL,CAR,IR,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-30403:Chris Conley,92765-30403,WR,Chris,Chris Conley,Conley,1.649999976,4,4100,SF@PIT,SF,PIT,,,,,,WR/FLEX
,,,,,,,,,,92765-85731:Racey McMath,92765-85731,WR,Racey,Racey McMath,McMath,1.350000024,4,4100,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-61172:Tyler Davis,92765-61172,TE,Tyler,Tyler Davis,Davis,0.919999981,5,4100,GB@CHI,GB,CHI,IR,Knee,,,,TE/FLEX
,,,,,,,,,,92765-91902:Kyle Philips,92765-91902,WR,Kyle,Kyle Philips,Philips,1.950000048,4,4100,TEN@NO,TEN,NO,IR,Knee - mcl,,,,WR/FLEX
,,,,,,,,,,92765-55088:Malik Turner,92765-55088,WR,Malik,Malik Turner,Turner,,,4100,JAC@IND,IND,JAC,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-91971:Ronnie Rivers,92765-91971,RB,Ronnie,Ronnie Rivers,Rivers,3.75,2,4100,LAR@SEA,LAR,SEA,,,,,,RB/FLEX
,,,,,,,,,,92765-69451:Jack Stoll,92765-69451,TE,Jack,Jack Stoll,Stoll,1.70909084,11,4100,PHI@NE,PHI,NE,,,,,,TE/FLEX
,,,,,,,,,,92765-14237:Kyle Rudolph,92765-14237,TE,Kyle,Kyle Rudolph,Rudolph,2.060000038,5,4100,TB@MIN,TB,MIN,,,,,,TE/FLEX
,,,,,,,,,,92765-65477:Giovanni Ricci,92765-65477,TE,Giovanni,Giovanni Ricci,Ricci,2,7,4100,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
,,,,,,,,,,92765-169937:Lance McCutcheon,92765-169937,WR,Lance,Lance McCutcheon,McCutcheon,0,2,4100,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-104421:Jesper Horsted,92765-104421,TE,Jesper,Jesper Horsted,Horsted,1.700000048,2,4100,LV@DEN,LV,DEN,,,,,,TE/FLEX
